recordingId,trackId,initialFrame,finalFrame,numFrames,startXCenter,startYCenter,endXCenter,endYCenter,startLaneId,endLaneId,width,length,class
001,97,1536,1561,26,-19.5053,37.4594,-19.5042,37.4551,6,6,1.1988,1.4530,car
001,98,1568,1568,1,36.5657,14.7808,36.5657,14.7808,-1,-1,1.8930,6.5129,van
001,99,1643,1891,249,-5.7271,33.2287,-47.9355,41.2470,2,9,0.6767,1.2487,motor
001,100,1648,1650,3,-64.8399,42.1673,-64.3557,42.0624,3,3,1.0266,1.4063,motor
001,101,1656,1656,1,61.9787,45.7023,61.9787,45.7023,13,13,1.1566,3.0334,car
001,102,1656,1656,1,-67.3635,46.9863,-67.3635,46.9863,-1,-1,1.1170,3.1746,car
001,103,1656,1656,1,-61.4573,42.9099,-61.4573,42.9099,-1,-1,1.0188,3.0317,car
001,104,1656,1656,1,-51.2856,46.4132,-51.2856,46.4132,9,9,1.0628,3.1789,car
001,105,1665,1769,105,-61.6602,39.5544,-45.7088,20.3245,3,3,1.1024,1.2346,motor
001,106,1668,1694,2,36.5681,14.7820,36.5767,14.7809,-1,-1,1.9563,6.5409,truck
001,107,1689,2263,575,9.4887,-44.0211,-56.8257,48.9246,14,9,1.5376,3.5892,car
001,108,1698,1717,20,-17.8596,-24.8688,-17.7867,-24.8584,2,2,0.8589,1.3518,pedestrian
001,109,1737,2084,305,-31.2646,-11.7544,-5.1359,-29.0262,2,1,0.9913,1.1658,motor
001,110,1789,1799,11,-17.7908,-24.8793,-17.7983,-24.8596,2,2,0.8452,1.3042,pedestrian
001,111,1815,2067,237,-40.7614,10.5812,-17.6900,-44.3007,3,4,0.7888,1.3876,motor
001,112,1836,1842,7,-19.4952,37.4517,-19.4952,37.4419,6,6,1.1981,1.4372,car
001,113,1924,1924,1,-20.9427,30.1725,-20.9427,30.1725,9,9,0.6850,0.8660,pedestrian
001,114,1986,2068,57,-62.0390,45.2149,-73.7357,48.8246,5,-1,0.8937,1.2895,motor
001,115,2050,2050,1,12.4389,-23.2629,12.4389,-23.2629,1,1,0.8292,1.5387,car
001,116,2102,2102,1,36.4275,14.7721,36.4275,14.7721,-1,-1,1.9634,6.5202,truck
001,117,2131,2185,55,14.3514,-43.7428,17.5584,-37.8815,-1,-1,1.1172,1.9695,car
001,118,2171,2171,1,-20.9752,30.1979,-20.9752,30.1979,9,9,0.5333,0.6667,pedestrian
001,119,2181,2182,2,5.4543,-29.5197,5.5780,-29.5156,2,2,0.7562,1.2902,pedestrian
001,120,2204,2207,4,-17.8807,-24.7913,-17.8807,-24.7915,2,2,0.8455,1.3321,pedestrian
001,121,2208,2208,1,-19.4920,37.4404,-19.4920,37.4404,6,6,1.2102,1.4338,car
001,122,2244,2244,1,-19.4989,37.4442,-19.4989,37.4442,6,6,1.1977,1.4194,car
001,123,2249,2249,1,21.2949,-30.5829,21.2949,-30.5829,-1,-1,1.1261,2.0288,car
001,124,2265,2900,636,14.1681,-25.9413,66.7246,45.8252,1,12,1.0330,1.2616,motor
001,125,2276,2983,708,8.3321,-43.9527,-55.2789,49.0401,14,-1,1.4128,3.3364,car
001,126,2285,2379,63,23.6413,-26.0984,29.3534,-15.4533,-1,2,1.1154,1.9560,car
001,127,2318,2680,363,49.4926,47.2821,-52.4537,48.9060,7,-1,1.4823,3.5270,car
001,128,2336,2336,1,25.2299,-25.4648,25.2299,-25.4648,11,11,0.8154,1.3137,motor
001,129,2361,2364,4,36.4301,14.7747,36.5686,14.7813,-1,-1,1.8781,6.4687,van
001,130,2406,2619,214,13.5260,-44.3992,24.8409,-30.0018,-1,11,1.1495,2.4480,car
001,131,2426,2820,395,-71.9673,48.3366,-16.3349,-43.5700,-1,4,1.5476,4.1155,car
001,132,2463,2470,8,-17.8787,-24.7790,-17.9064,-24.7566,2,2,0.8532,1.3518,pedestrian
001,133,2523,2757,158,38.1491,0.9118,48.3923,19.5379,12,12,1.1598,1.9284,car
001,134,2533,2887,355,45.4123,45.7000,-49.9719,47.6691,7,-1,2.2296,7.0135,truck
001,135,2541,3145,605,10.6019,-43.7860,-53.0263,48.9703,14,-1,1.4448,3.5669,car
001,136,2554,2631,54,40.5869,1.9384,45.7379,11.6007,11,11,0.8337,1.2419,motor
001,137,2555,2557,3,-19.5032,37.4560,-19.5021,37.4593,6,6,1.1812,1.4560,car
001,138,2578,2579,2,-17.8579,-24.7877,-17.8576,-24.7768,2,2,0.8695,1.3903,pedestrian
001,139,2614,2705,92,-17.8385,-24.7479,-17.8578,-24.7899,2,2,0.8553,1.3178,pedestrian
001,140,2655,2665,11,36.5699,14.7798,36.5710,14.7766,-1,-1,1.9201,6.4568,van
001,141,2665,3429,765,50.7844,18.4532,-14.2161,-44.3439,11,-1,1.4017,3.2652,car
001,142,2703,2712,10,36.5743,14.7778,36.5732,14.7799,-1,-1,1.8305,6.3525,van
001,143,2761,2762,2,-74.9789,48.4788,-74.8907,48.4463,3,3,1.0123,1.4248,motor
001,144,2763,2763,1,14.4021,-26.9733,14.4021,-26.9733,2,2,1.0458,1.4770,pedestrian
001,145,2787,2973,100,-69.4811,45.0643,-54.8874,31.4554,3,3,1.0038,1.1750,pedestrian
001,146,2788,3359,572,12.0738,-44.1069,-52.7255,48.9398,-1,-1,1.3522,3.6671,car
001,147,2791,2899,109,56.0060,31.0080,65.4079,43.3079,11,11,1.0688,1.1933,motor
001,148,2811,2813,3,14.3470,-26.9328,14.3545,-26.9424,2,2,1.1866,1.5447,pedestrian
001,149,2845,3460,589,-67.5175,43.4021,-25.6018,-24.5660,3,4,1.0110,1.2991,motor
001,150,2854,3202,349,10.6884,-43.9246,64.7852,46.3454,14,12,1.2953,3.3157,car
001,151,2871,3072,202,54.9460,30.6220,68.2587,46.1356,12,11,1.1049,2.1078,car
001,152,2882,3389,508,49.8392,46.5814,-12.8604,-44.3851,10,8,1.4266,3.3966,car
001,153,2884,2884,1,-17.8435,-24.7465,-17.8435,-24.7465,2,2,0.8556,1.3249,pedestrian
001,154,2915,3216,302,-66.9247,48.1545,-13.2611,-44.3791,5,8,1.3950,3.6573,car
001,155,2971,2984,14,-17.7244,-24.8060,-17.7412,-24.8040,2,2,0.8212,1.2660,pedestrian
001,156,2975,3562,588,12.4725,-43.6965,-55.1623,49.0989,-1,-1,1.4298,3.6924,car
001,157,2991,2992,2,12.6273,-23.2773,12.6254,-23.2779,1,1,0.8047,1.4455,car
001,158,3019,3106,41,-51.2697,27.3246,-46.6608,20.7500,3,3,0.9348,1.1021,motor
001,159,3034,3034,1,12.6302,-23.2792,12.6302,-23.2792,1,1,0.8168,1.4845,car
001,160,3066,3595,530,47.2442,46.8915,-14.3242,-44.2120,7,8,1.3936,3.5255,car
001,161,3127,3941,815,50.4118,46.7627,-15.4353,-44.4343,10,4,1.4186,3.5262,car
001,162,3139,3139,1,36.5685,14.7751,36.5685,14.7751,-1,-1,1.8855,6.4494,van
001,163,3147,3709,519,-67.1567,49.4237,-6.5297,-25.3527,5,1,1.5302,2.0928,motor
001,164,3152,3274,62,-44.2111,17.1234,-39.8468,6.9236,3,3,0.8257,1.1432,motor
001,165,3167,3858,588,11.9300,-40.5354,-53.3925,49.8817,14,-1,0.8696,1.3458,motor
001,166,3174,3985,812,52.3108,46.6824,-12.3010,-44.4671,10,8,1.5550,3.6874,car
001,167,3179,3207,12,-17.8191,-24.7604,-17.8318,-24.7336,2,2,0.8431,1.3057,pedestrian
001,168,3208,3550,343,-71.9728,48.0491,-15.9909,-44.3224,-1,4,1.5316,3.7983,car
001,169,3238,3253,16,12.4756,-23.2477,12.4768,-23.2496,1,1,0.7871,1.4903,car
001,170,3239,3299,38,-17.8414,-24.7166,-17.8121,-24.7278,2,2,0.8202,1.3174,pedestrian
001,171,3296,3657,362,46.2323,46.8374,-51.8799,48.8715,7,-1,1.4031,3.6250,car
001,172,3303,3793,491,11.6069,-43.3892,-56.2740,48.6893,-1,9,1.6742,3.7006,car
001,173,3305,3322,18,12.4821,-23.2644,12.5831,-23.2630,1,1,0.8080,1.4847,car
001,174,3319,3319,1,-37.9722,2.9691,-37.9722,2.9691,3,3,0.7838,1.1473,motor
001,175,3371,3397,27,-36.2454,-1.4372,-35.3080,-3.6021,3,3,0.7028,1.1169,motor
001,176,3404,3519,75,-17.8370,-24.7249,-17.8217,-24.7469,2,2,0.8268,1.2761,pedestrian
001,177,3493,3567,58,-23.3541,-30.1931,-19.6933,-42.4701,4,3,0.7122,1.4274,motor
001,178,3507,4073,567,-67.9027,48.5884,-15.6782,-44.3699,5,4,1.4398,3.1807,car
001,179,3542,3542,1,-19.4944,37.4656,-19.4944,37.4656,6,6,1.0656,1.4417,car
001,180,3556,3559,4,36.5730,14.7750,36.5729,14.7741,-1,-1,1.8980,6.4427,van
001,181,3558,3563,6,-17.8116,-24.7615,-17.8246,-24.7347,2,2,0.8116,1.2722,pedestrian
001,182,3607,3646,16,-17.8356,-24.7271,-17.8304,-24.7248,2,2,0.8398,1.2917,pedestrian
001,183,3722,4393,672,10.3213,-43.7735,-54.4745,48.9139,14,-1,1.4159,3.4690,car
001,184,3724,4218,495,-72.6386,48.6390,-16.4612,-43.8816,-1,4,1.3605,3.2683,car
001,185,3741,3761,21,-17.8359,-24.7236,-17.8208,-24.7237,2,2,0.8571,1.2764,pedestrian
001,186,3742,3893,129,-0.6771,-26.3364,24.8023,-17.0586,1,2,1.0983,2.4904,car
001,187,3745,4141,397,-66.2557,48.2602,-13.1507,-44.2389,5,8,1.4695,3.6963,car
001,188,3815,4307,493,-72.1907,48.3645,-15.7385,-43.5652,-1,4,1.5423,4.0927,car
001,189,3838,3842,5,36.5798,14.7730,36.5797,14.7743,-1,-1,1.9908,6.6040,truck
001,190,3854,3854,1,-17.7694,-24.7505,-17.7694,-24.7505,2,2,0.8058,1.2229,pedestrian
001,191,3865,4017,90,20.2424,-20.8217,37.8377,1.9330,1,12,1.7503,2.1541,motor
001,192,3916,4438,523,-71.3865,48.2678,-15.8393,-43.1823,-1,4,1.6654,4.6146,van
001,193,3936,3952,17,29.5544,-11.4282,31.3692,-8.9545,2,2,1.0139,2.3640,car
001,194,3937,4716,780,-64.3269,47.0193,64.0057,44.1771,5,12,2.2508,6.3850,van
001,195,3948,4809,862,49.9227,46.3615,-14.7184,-44.0088,10,4,1.3995,3.5724,car
001,196,3984,4647,664,51.9959,46.2328,-41.1891,7.4406,10,3,1.3974,3.5569,car
001,197,4001,4018,18,36.5797,14.7739,36.5805,14.7730,-1,-1,1.9738,6.4522,van
001,198,4005,4069,65,36.7854,-0.1279,42.8351,11.1958,12,12,1.0537,2.4174,car
001,199,4014,4317,304,12.2306,-43.7913,64.4782,46.1099,-1,12,1.3814,3.2672,car
001,200,4022,4024,3,-17.8212,-24.7469,-17.8349,-24.7468,2,2,0.8320,1.2499,pedestrian
001,201,4023,4545,523,-72.4684,48.5471,-16.1712,-44.1404,-1,4,1.4594,3.8136,car
001,202,4055,4192,54,42.4011,10.4825,54.8070,31.9625,12,12,1.6576,2.1887,tricycle
001,203,4056,4057,2,41.8029,9.1621,41.8911,9.3646,12,12,0.7527,0.8991,people
001,204,4075,4109,6,36.5797,14.7747,36.5840,14.7739,-1,-1,1.9420,6.4280,van
001,205,4107,4653,547,-72.8006,48.5199,-17.9343,-43.9390,-1,4,1.4773,3.7937,car
001,206,4123,4362,195,66.1498,43.7920,51.5981,21.4894,11,11,1.2491,1.5275,motor
001,207,4165,4266,85,52.6735,28.5508,64.7422,43.5462,12,12,0.9860,2.2885,car
001,208,4211,4559,349,11.5591,-44.0779,66.4111,45.8497,-1,12,1.5083,3.6255,car
001,209,4226,4247,22,-19.4928,37.4546,-19.4939,37.4478,6,6,1.1242,1.4754,car
001,210,4247,4261,15,62.1004,40.9456,64.0695,42.9345,12,12,1.9150,1.9865,tricycle
001,211,4258,4280,6,36.5798,14.7717,36.5767,14.7705,-1,-1,1.9113,6.5142,truck
001,212,4305,4305,1,54.5730,27.9974,54.5730,27.9974,11,11,0.9333,1.2889,people
001,213,4337,5112,758,45.7709,46.8662,-40.6447,6.7125,7,3,0.8483,1.1994,motor
001,214,4373,4375,3,-17.8360,-24.7286,-17.8150,-24.7237,2,2,0.8297,1.2758,pedestrian
001,215,4374,6928,2555,-20.3718,-43.6464,-40.0272,3.9664,3,3,1.0405,2.3811,car
001,216,4402,4437,10,-49.5087,49.6632,-47.5618,48.5576,6,6,1.0350,1.2705,motor
001,217,4434,4434,1,-17.8357,-24.7296,-17.8357,-24.7296,2,2,0.8478,1.2402,pedestrian
001,218,4478,4479,2,-20.9096,30.2643,-20.9094,30.2643,9,9,0.4840,0.7105,pedestrian
001,219,4488,4512,9,14.4220,-27.0294,14.4022,-27.0319,2,2,1.1833,1.5188,pedestrian
001,220,4513,4521,9,5.4954,-44.0917,5.4969,-44.2503,-1,-1,1.2799,1.9843,pedestrian
001,221,4527,4551,9,-41.0481,44.9118,-40.2364,44.5409,6,6,0.9117,1.2186,motor
001,222,4532,4536,5,-19.4848,37.4524,-19.4843,37.4519,6,6,1.1252,1.5212,car
001,223,4552,4554,3,14.4251,-27.0387,14.4226,-27.0241,2,2,1.1922,1.5163,pedestrian
001,224,4568,4568,1,-20.8831,29.4361,-20.8831,29.4361,9,9,0.6955,1.0053,pedestrian
001,225,4569,4622,35,38.8463,-1.9891,36.2735,-6.6886,11,11,1.1634,1.7753,motor
001,226,4607,4614,8,36.5736,14.7739,36.5726,14.7733,-1,-1,1.9053,6.4769,van
001,227,4647,4653,7,36.5740,14.7734,36.5713,14.7752,-1,-1,1.8536,6.5063,van
001,228,4696,5418,707,15.6350,-43.0065,27.7405,14.2554,-1,2,1.3158,2.1943,tricycle
001,229,4706,5056,351,11.8412,-44.0194,62.4240,45.8306,-1,12,1.4067,3.2997,car
001,230,4739,5623,885,8.2651,-44.0559,-53.5200,48.9180,14,-1,1.5760,3.5071,car
001,231,4745,5119,375,-70.4064,48.2018,-15.1712,-44.2716,-1,4,1.5089,3.6842,car
001,232,4745,4762,18,29.3699,38.7621,25.8152,37.3352,7,7,0.8566,1.2653,motor
001,233,4772,5527,756,-72.3181,48.5136,65.3388,45.7432,-1,12,1.5128,3.7058,car
001,234,4807,4807,1,26.1172,-25.7452,26.1172,-25.7452,11,11,1.1436,1.7630,motor
001,235,4851,4851,1,23.8649,-29.9763,23.8649,-29.9763,11,11,1.1481,1.7490,tricycle
001,236,4894,6047,1154,11.8097,-44.0845,-49.9742,48.7734,-1,-1,1.5407,3.3427,car
001,237,4927,5976,1050,-69.4095,48.3692,61.7734,46.0120,-1,13,1.5628,3.5447,car
001,238,4946,4946,1,18.6184,-39.3666,18.6184,-39.3666,11,11,1.1326,1.7014,awning-tricycle
001,239,4968,5139,172,-15.7534,24.2176,-29.5337,2.2995,1,1,0.9697,1.2988,motor
001,240,4979,5060,53,-28.1056,38.8909,-32.9874,40.6527,6,6,1.1660,2.7138,car
001,241,4980,5045,47,-47.7279,22.6283,-42.6738,11.6990,3,3,0.9526,1.2454,motor
001,242,5007,5417,411,-68.8481,48.4152,-14.9397,-44.1963,5,4,1.4041,3.5689,car
001,243,5012,5768,757,10.7235,-43.7847,-52.4809,48.7785,14,-1,1.5235,3.5751,car
001,244,5032,5045,14,-66.1070,43.9602,-63.1217,41.5982,-1,-1,1.3264,1.6247,motor
001,245,5041,5041,1,14.5303,23.2056,14.5303,23.2056,1,1,0.9360,0.9709,motor
001,246,5078,5082,5,-67.9627,49.8257,-67.2873,49.6162,5,5,0.8943,1.3780,motor
001,247,5087,5105,19,-37.7064,0.7252,-35.8486,-2.9824,3,3,0.8538,1.2579,motor
001,248,5116,5117,2,10.4389,27.4810,10.3594,27.5629,1,1,1.0272,1.0301,motor
001,249,5125,5225,82,-49.1529,27.3627,-37.8736,8.0605,-1,-1,1.0677,1.3632,motor
001,250,5149,5169,21,20.7592,-30.5194,22.0892,-28.4429,-1,-1,0.9727,1.5942,motor
001,251,5155,5155,1,8.4795,29.6938,8.4795,29.6938,2,2,0.9660,1.0494,motor
001,252,5156,5156,1,14.0691,-26.7694,14.0691,-26.7694,2,2,1.2117,1.4852,pedestrian
001,253,5163,5163,1,30.2078,-12.4055,30.2078,-12.4055,2,2,0.6667,1.0222,people
001,254,5167,5454,264,-54.1134,45.6106,-14.7791,34.9219,9,6,0.7523,1.1510,motor
001,255,5173,5175,3,-30.0795,-3.8556,-30.0940,-4.2492,-1,-1,0.7598,1.5239,motor
001,256,5175,5176,2,30.2725,-11.9229,30.2711,-11.8976,2,2,1.0114,2.1616,car
001,257,5192,5225,34,14.0545,-26.7725,14.0669,-26.7475,2,2,1.1542,1.4919,pedestrian
001,258,5199,5200,2,6.2101,31.9931,6.1607,32.0380,2,2,0.9297,1.0009,motor
001,259,5207,5251,15,-29.4983,-10.4722,-27.2615,-19.6332,2,2,0.7329,1.4801,motor
001,260,5222,5898,677,45.2321,46.0924,-13.2623,-42.7070,7,8,2.1312,7.5408,truck
001,261,5269,5270,2,-20.5024,-37.6031,-20.4483,-37.8084,4,4,0.7544,1.3613,motor
001,262,5286,5290,5,14.0350,-26.7023,14.0458,-26.7129,2,2,1.1432,1.4557,pedestrian
001,263,5305,5410,66,-29.5434,-5.2999,-17.0674,-20.8318,1,1,1.0051,1.1742,motor
001,264,5340,5443,104,14.0224,-26.6944,14.0437,-26.7017,2,2,1.1481,1.4786,pedestrian
001,265,5344,5386,27,-21.4510,-33.7496,-18.7758,-40.8599,4,4,0.7856,1.4755,motor
001,266,5361,6086,688,45.0730,47.0573,-50.2299,49.9162,7,6,1.0392,1.6914,motor
001,267,5387,6162,776,-72.3003,48.6855,-16.7054,-43.9695,-1,4,1.4381,3.5991,car
001,268,5404,5460,57,28.0918,12.9121,25.8376,17.8792,2,2,0.9564,2.1078,car
001,269,5445,5455,11,34.3064,41.3453,33.0731,40.7060,7,7,0.8249,1.8100,car
001,270,5453,5796,344,-8.3276,-25.7473,44.1276,12.9226,1,12,0.8468,1.1498,motor
001,271,5458,5463,6,-13.6930,35.7982,-14.0540,35.8332,6,6,0.5624,1.1600,motor
001,272,5460,5462,3,44.1563,47.0590,43.8844,46.9259,-1,-1,1.0233,1.4311,motor
001,273,5465,5574,91,25.6885,18.2032,20.6335,25.0316,2,2,1.6795,1.9417,tricycle
001,274,5474,6013,540,-71.9620,48.5700,-16.3415,-43.4561,-1,4,1.4194,3.2890,car
001,275,5485,5489,5,14.0739,-26.7063,14.0916,-26.7037,2,2,1.1723,1.4754,pedestrian
