dataset_id,version,raw_object_id,filter_type,filter_reason,fragmentation_group_id,related_raw_object_ids,fragmentation_score,quality_score,start_frame,end_frame,total_frames,class_name_mode
cao_qiao_001,moving_filtered,285,short_track_filter,track_duration_too_short,,,,1.2745,3556,3559,4,van
cao_qiao_001,moving_filtered,288,short_track_filter,track_duration_too_short,,,,0.3039,3542,3542,1,car
cao_qiao_001,moving_filtered,303,missing_ratio_filter,missing_ratio_exceeded,,,,58.9045,3742,4069,132,car
cao_qiao_001,moving_filtered,304,missing_ratio_filter,missing_ratio_exceeded,,,,12.1072,3749,3842,38,van
cao_qiao_001,moving_filtered,324,missing_ratio_filter,missing_ratio_exceeded,,,,2.9080,4001,4109,9,van
cao_qiao_001,moving_filtered,339,missing_ratio_filter,missing_ratio_exceeded,,,,21.9214,4165,4266,43,car
cao_qiao_001,moving_filtered,346,short_track_filter,track_duration_too_short,,,,5.0227,4226,4247,16,car
cao_qiao_001,moving_filtered,349,missing_ratio_filter,missing_ratio_exceeded,,,,9.3646,4258,4423,29,truck
cao_qiao_001,moving_filtered,358,static_gate,"low_displacement,low_path_length,low_stationary_extent,low_mean_speed,high_static_ratio",,,,170.7967,4429,5080,472,car
cao_qiao_001,moving_filtered,369,short_track_filter,track_duration_too_short,,,,1.5337,4532,4536,5,car
cao_qiao_001,moving_filtered,375,missing_ratio_filter,missing_ratio_exceeded,,,,4.9686,4607,4653,15,van
cao_qiao_001,moving_filtered,391,short_track_filter,track_duration_too_short,,,,14.5251,4880,4922,43,van
cao_qiao_001,moving_filtered,409,missing_ratio_filter,missing_ratio_exceeded,,,,16.8958,4979,5060,40,car
cao_qiao_001,moving_filtered,434,short_track_filter,track_duration_too_short,,,,0.9107,5175,5176,2,car
cao_qiao_001,moving_filtered,456,missing_ratio_filter,missing_ratio_exceeded,,,,53.9022,5404,5778,108,car
cao_qiao_001,moving_filtered,458,missing_ratio_filter,missing_ratio_exceeded,,,,2.0511,5445,5455,6,car
cao_qiao_001,moving_filtered,479,missing_ratio_filter,missing_ratio_exceeded,,,,31.9444,5725,5894,94,car
cao_qiao_001,moving_filtered,492,missing_ratio_filter,missing_ratio_exceeded,,,,0.9079,5864,5869,2,car
cao_qiao_001,moving_filtered,505,short_track_filter,track_duration_too_short,,,,0.6536,5943,5944,2,car
cao_qiao_001,moving_filtered,512,missing_ratio_filter,missing_ratio_exceeded,,,,35.9045,6010,6253,87,car
cao_qiao_001,moving_filtered,514,missing_ratio_filter,missing_ratio_exceeded,,,,23.3394,6020,6152,65,car
cao_qiao_001,moving_filtered,536,missing_ratio_filter,missing_ratio_exceeded,,,,7.1128,6201,6249,22,car
cao_qiao_001,moving_filtered,559,missing_ratio_filter,missing_ratio_exceeded,,,,2.4619,6565,6587,7,car
cao_qiao_001,moving_filtered,566,missing_ratio_filter,missing_ratio_exceeded,,,,18.3515,6653,6932,58,car
cao_qiao_001,moving_filtered,625,short_track_filter,track_duration_too_short,,,,0.3135,7434,7434,1,car
cao_qiao_001,moving_filtered,683,short_track_filter,track_duration_too_short,,,,41.3163,7861,7944,81,car
cao_qiao_001,moving_filtered,701,missing_ratio_filter,missing_ratio_exceeded,,,,13.3245,8002,8072,41,car
cao_qiao_001,moving_filtered,713,short_track_filter,track_duration_too_short,,,,0.6436,8064,8065,2,car
cao_qiao_001,moving_filtered,737,missing_ratio_filter,missing_ratio_exceeded,,,,11.4482,8299,8393,35,car
cao_qiao_001,moving_filtered,780,short_track_filter,track_duration_too_short,,,,0.6483,8695,8696,2,car
cao_qiao_001,moving_filtered,793,missing_ratio_filter,missing_ratio_exceeded,,,,8.4132,8792,8921,23,car
cao_qiao_001,moving_filtered,802,short_track_filter,track_duration_too_short,,,,97.6834,8878,9021,144,van
cao_qiao_001,moving_filtered,100021,short_track_filter,track_duration_too_short,,,,3.6641,0,6,7,pedestrian
cao_qiao_001,moving_filtered,100024,missing_ratio_filter,missing_ratio_exceeded,,,,35.8394,0,304,68,motor
cao_qiao_001,moving_filtered,100025,missing_ratio_filter,missing_ratio_exceeded,,,,21.0925,0,107,45,tricycle
cao_qiao_001,moving_filtered,100026,missing_ratio_filter,missing_ratio_exceeded,,,,36.8697,0,131,77,pedestrian
cao_qiao_001,moving_filtered,100028,short_track_filter,track_duration_too_short,,,,2.2833,1,6,5,pedestrian
cao_qiao_001,moving_filtered,100032,missing_ratio_filter,missing_ratio_exceeded,,,,44.1934,45,183,81,motor
cao_qiao_001,moving_filtered,100035,missing_ratio_filter,missing_ratio_exceeded,,,,18.4657,118,214,43,motor
cao_qiao_001,moving_filtered,100038,short_track_filter,track_duration_too_short,,,,2.5036,157,162,6,tricycle
cao_qiao_001,moving_filtered,100039,missing_ratio_filter,missing_ratio_exceeded,,,,1.2201,165,185,3,people
cao_qiao_001,moving_filtered,100043,missing_ratio_filter,missing_ratio_exceeded,,,,2.5316,215,327,6,pedestrian
cao_qiao_001,moving_filtered,100044,short_track_filter,track_duration_too_short,,,,1.6964,213,216,4,pedestrian
cao_qiao_001,moving_filtered,100049,short_track_filter,track_duration_too_short,,,,0.5079,281,281,1,pedestrian
cao_qiao_001,moving_filtered,100054,missing_ratio_filter,missing_ratio_exceeded,,,,4.0240,291,334,9,tricycle
cao_qiao_001,moving_filtered,100061,missing_ratio_filter,missing_ratio_exceeded,,,,3.1847,422,434,7,pedestrian
cao_qiao_001,moving_filtered,100071,short_track_filter,track_duration_too_short,,,,0.9868,529,530,2,people
cao_qiao_001,moving_filtered,100073,missing_ratio_filter,missing_ratio_exceeded,,,,34.5448,554,763,74,motor
cao_qiao_001,moving_filtered,100076,missing_ratio_filter,missing_ratio_exceeded,,,,13.7251,565,672,21,motor
cao_qiao_001,moving_filtered,100083,missing_ratio_filter,missing_ratio_exceeded,,,,32.9730,622,902,75,motor
cao_qiao_001,moving_filtered,100084,missing_ratio_filter,missing_ratio_exceeded,,,,6.0835,631,693,12,pedestrian
cao_qiao_001,moving_filtered,100086,missing_ratio_filter,missing_ratio_exceeded,,,,4.2820,644,732,10,pedestrian
cao_qiao_001,moving_filtered,100094,short_track_filter,track_duration_too_short,,,,0.4680,736,736,1,pedestrian
cao_qiao_001,moving_filtered,100099,missing_ratio_filter,missing_ratio_exceeded,,,,23.5972,772,886,38,motor
cao_qiao_001,moving_filtered,100101,short_track_filter,track_duration_too_short,,,,7.6980,796,810,15,pedestrian
cao_qiao_001,moving_filtered,100111,short_track_filter,track_duration_too_short,,,,0.8656,873,874,2,pedestrian
cao_qiao_001,moving_filtered,100116,short_track_filter,track_duration_too_short,,,,1.1500,950,952,3,pedestrian
cao_qiao_001,moving_filtered,100119,missing_ratio_filter,missing_ratio_exceeded,,,,4.6493,976,1013,10,pedestrian
cao_qiao_001,moving_filtered,100124,short_track_filter,track_duration_too_short,,,,0.3753,1088,1088,1,pedestrian
cao_qiao_001,moving_filtered,100126,missing_ratio_filter,missing_ratio_exceeded,,,,159.8593,1104,1676,320,motor
cao_qiao_001,moving_filtered,100130,short_track_filter,track_duration_too_short,,,,16.8901,1146,1203,38,motor
cao_qiao_001,moving_filtered,100142,missing_ratio_filter,missing_ratio_exceeded,,,,9.9375,1330,1377,24,motor
cao_qiao_001,moving_filtered,100143,fragmentation_filter,suspected_id_fragmentation_drop_all_related_tracklets,fg_0001,100163,0.8105,119.5862,1335,1565,203,motor
cao_qiao_001,moving_filtered,100162,short_track_filter,track_duration_too_short,,,,1.4824,1648,1650,3,motor
cao_qiao_001,moving_filtered,100163,fragmentation_filter,suspected_id_fragmentation_drop_all_related_tracklets,fg_0001,100143,0.8105,111.7542,1643,1891,225,motor
cao_qiao_001,moving_filtered,100181,missing_ratio_filter,missing_ratio_exceeded,,,,1.6736,1698,1717,4,pedestrian
cao_qiao_001,moving_filtered,100185,missing_ratio_filter,missing_ratio_exceeded,,,,1.3085,1789,1799,3,pedestrian
cao_qiao_001,moving_filtered,100191,short_track_filter,track_duration_too_short,,,,0.4553,1924,1924,1,pedestrian
cao_qiao_001,moving_filtered,100194,missing_ratio_filter,missing_ratio_exceeded,,,,11.6925,1986,2068,28,motor
cao_qiao_001,moving_filtered,100200,short_track_filter,track_duration_too_short,,,,0.3625,2171,2171,1,pedestrian
cao_qiao_001,moving_filtered,100202,short_track_filter,track_duration_too_short,,,,0.9248,2181,2182,2,pedestrian
cao_qiao_001,moving_filtered,100203,short_track_filter,track_duration_too_short,,,,1.6141,2204,2207,4,pedestrian
cao_qiao_001,moving_filtered,100215,short_track_filter,track_duration_too_short,,,,0.3722,2336,2336,1,motor
cao_qiao_001,moving_filtered,100223,short_track_filter,track_duration_too_short,,,,3.5617,2463,2470,8,pedestrian
cao_qiao_001,moving_filtered,100229,missing_ratio_filter,missing_ratio_exceeded,,,,31.5836,2578,2705,63,pedestrian
cao_qiao_001,moving_filtered,100231,missing_ratio_filter,missing_ratio_exceeded,,,,18.5871,2554,2631,41,motor
cao_qiao_001,moving_filtered,100239,short_track_filter,track_duration_too_short,,,,0.8258,2761,2762,2,motor
cao_qiao_001,moving_filtered,100240,missing_ratio_filter,missing_ratio_exceeded,,,,1.5240,2763,2813,4,pedestrian
cao_qiao_001,moving_filtered,100241,missing_ratio_filter,missing_ratio_exceeded,,,,59.7489,2787,3397,129,motor
cao_qiao_001,moving_filtered,100244,short_track_filter,track_duration_too_short,,,,53.2554,2791,2899,101,motor
cao_qiao_001,moving_filtered,100250,missing_ratio_filter,missing_ratio_exceeded,,,,1.6625,2884,2984,4,pedestrian
cao_qiao_001,moving_filtered,100265,missing_ratio_filter,missing_ratio_exceeded,,,,19.0632,3179,3299,41,pedestrian
cao_qiao_001,moving_filtered,100281,missing_ratio_filter,missing_ratio_exceeded,,,,22.9742,3404,3646,50,pedestrian
cao_qiao_001,moving_filtered,100297,missing_ratio_filter,missing_ratio_exceeded,,,,4.5620,3741,3761,10,pedestrian
cao_qiao_001,moving_filtered,100313,missing_ratio_filter,missing_ratio_exceeded,,,,35.2423,3865,4261,75,tricycle
cao_qiao_001,moving_filtered,100314,short_track_filter,track_duration_too_short,,,,0.3806,3854,3854,1,pedestrian
cao_qiao_001,moving_filtered,100327,short_track_filter,track_duration_too_short,,,,1.3869,4022,4024,3,pedestrian
cao_qiao_001,moving_filtered,100331,short_track_filter,track_duration_too_short,,,,0.7994,4056,4057,2,people
cao_qiao_001,moving_filtered,100351,short_track_filter,track_duration_too_short,,,,0.4522,4305,4305,1,people
cao_qiao_001,moving_filtered,100354,missing_ratio_filter,missing_ratio_exceeded,,,,1.9796,4373,4434,4,pedestrian
cao_qiao_001,moving_filtered,100357,missing_ratio_filter,missing_ratio_exceeded,,,,5.9843,4402,4551,14,motor
cao_qiao_001,moving_filtered,100360,missing_ratio_filter,missing_ratio_exceeded,,,,3.7543,4488,4554,9,pedestrian
cao_qiao_001,moving_filtered,100362,short_track_filter,track_duration_too_short,,,,0.7375,4478,4479,2,pedestrian
cao_qiao_001,moving_filtered,100364,missing_ratio_filter,missing_ratio_exceeded,,,,4.0625,4569,4622,10,motor
cao_qiao_001,moving_filtered,100368,missing_ratio_filter,missing_ratio_exceeded,,,,1.1171,4513,4521,3,pedestrian
cao_qiao_001,moving_filtered,100373,short_track_filter,track_duration_too_short,,,,0.4387,4568,4568,1,pedestrian
cao_qiao_001,moving_filtered,100384,missing_ratio_filter,missing_ratio_exceeded,,,,1.1839,4745,4762,3,motor
cao_qiao_001,moving_filtered,100390,missing_ratio_filter,missing_ratio_exceeded,,,,0.8317,4807,4851,2,motor
cao_qiao_001,moving_filtered,100398,short_track_filter,track_duration_too_short,,,,0.4505,4946,4946,1,awning-tricycle
cao_qiao_001,moving_filtered,100407,missing_ratio_filter,missing_ratio_exceeded,,,,11.8970,4980,5105,28,motor
cao_qiao_001,moving_filtered,100408,missing_ratio_filter,missing_ratio_exceeded,,,,88.4869,4968,5251,169,motor
cao_qiao_001,moving_filtered,100411,short_track_filter,track_duration_too_short,,,,6.3136,5032,5045,14,motor
cao_qiao_001,moving_filtered,100414,short_track_filter,track_duration_too_short,,,,0.3839,5041,5041,1,motor
cao_qiao_001,moving_filtered,100416,short_track_filter,track_duration_too_short,,,,2.2459,5078,5082,5,motor
cao_qiao_001,moving_filtered,100420,missing_ratio_filter,missing_ratio_exceeded,,,,1.2073,5116,5155,3,motor
cao_qiao_001,moving_filtered,100425,missing_ratio_filter,missing_ratio_exceeded,,,,202.6810,5125,5943,435,motor
cao_qiao_001,moving_filtered,100429,missing_ratio_filter,missing_ratio_exceeded,,,,2.3234,5149,5169,6,motor
cao_qiao_001,moving_filtered,100431,missing_ratio_filter,missing_ratio_exceeded,,,,9.3440,5156,5225,22,pedestrian
cao_qiao_001,moving_filtered,100433,short_track_filter,track_duration_too_short,,,,0.4352,5163,5163,1,people
cao_qiao_001,moving_filtered,100435,short_track_filter,track_duration_too_short,,,,0.8424,5199,5200,2,motor
cao_qiao_001,moving_filtered,100442,short_track_filter,track_duration_too_short,,,,0.7254,5269,5270,2,motor
cao_qiao_001,moving_filtered,100444,missing_ratio_filter,missing_ratio_exceeded,,,,34.1446,5286,5489,72,pedestrian
cao_qiao_001,moving_filtered,100448,missing_ratio_filter,missing_ratio_exceeded,,,,9.0081,5344,5386,21,motor
cao_qiao_001,moving_filtered,100459,short_track_filter,track_duration_too_short,,,,3.0059,5458,5463,6,motor
cao_qiao_001,moving_filtered,100460,short_track_filter,track_duration_too_short,,,,1.2163,5460,5462,3,motor
cao_qiao_001,moving_filtered,100465,fragmentation_filter,suspected_id_fragmentation_drop_all_related_tracklets,fg_0002,100534,0.7824,212.8590,5503,6100,384,motor
cao_qiao_001,moving_filtered,100466,missing_ratio_filter,missing_ratio_exceeded,,,,5.8725,5517,5545,14,motor
cao_qiao_001,moving_filtered,100470,missing_ratio_filter,missing_ratio_exceeded,,,,30.0675,5599,5826,68,motor
cao_qiao_001,moving_filtered,100472,short_track_filter,track_duration_too_short,,,,19.2579,5598,5648,41,pedestrian
cao_qiao_001,moving_filtered,100478,missing_ratio_filter,missing_ratio_exceeded,,,,12.7663,5703,5793,29,motor
cao_qiao_001,moving_filtered,100480,missing_ratio_filter,missing_ratio_exceeded,,,,88.2152,5724,6047,187,tricycle
cao_qiao_001,moving_filtered,100484,missing_ratio_filter,missing_ratio_exceeded,,,,1.2275,5763,5773,3,people
cao_qiao_001,moving_filtered,100485,missing_ratio_filter,missing_ratio_exceeded,,,,4.8688,5765,5857,11,pedestrian
cao_qiao_001,moving_filtered,100491,short_track_filter,track_duration_too_short,,,,0.5362,5859,5859,1,pedestrian
cao_qiao_001,moving_filtered,100497,missing_ratio_filter,missing_ratio_exceeded,,,,16.9201,5941,6029,38,motor
cao_qiao_001,moving_filtered,100506,missing_ratio_filter,missing_ratio_exceeded,,,,13.0822,5962,6041,29,pedestrian
cao_qiao_001,moving_filtered,100509,fragmentation_filter,suspected_id_fragmentation_drop_all_related_tracklets,fg_0003,100535,0.7555,81.1692,5985,6164,160,motor
cao_qiao_001,moving_filtered,100525,missing_ratio_filter,missing_ratio_exceeded,,,,20.2422,6112,6243,45,pedestrian
cao_qiao_001,moving_filtered,100528,missing_ratio_filter,missing_ratio_exceeded,,,,10.7409,6189,6259,20,motor
cao_qiao_001,moving_filtered,100529,missing_ratio_filter,missing_ratio_exceeded,,,,51.6106,6147,6296,87,motor
cao_qiao_001,moving_filtered,100534,fragmentation_filter,suspected_id_fragmentation_drop_all_related_tracklets,fg_0002,100465,0.7824,64.4288,6188,6338,128,motor
cao_qiao_001,moving_filtered,100535,fragmentation_filter,suspected_id_fragmentation_drop_all_related_tracklets,fg_0003,100509,0.7555,341.6062,6193,6857,624,motor
cao_qiao_001,moving_filtered,100543,missing_ratio_filter,missing_ratio_exceeded,,,,13.2808,6335,6492,30,pedestrian
cao_qiao_001,moving_filtered,100547,short_track_filter,track_duration_too_short,,,,1.2144,6376,6378,3,motor
cao_qiao_001,moving_filtered,100551,missing_ratio_filter,missing_ratio_exceeded,,,,4.1046,6440,6458,7,pedestrian
cao_qiao_001,moving_filtered,100552,missing_ratio_filter,missing_ratio_exceeded,,,,1.9428,6459,6514,5,pedestrian
cao_qiao_001,moving_filtered,100554,short_track_filter,track_duration_too_short,,,,16.8255,6500,6556,39,motor
cao_qiao_001,moving_filtered,100557,missing_ratio_filter,missing_ratio_exceeded,,,,7.7503,6532,6587,16,pedestrian
cao_qiao_001,moving_filtered,100561,missing_ratio_filter,missing_ratio_exceeded,,,,4.8571,6576,6626,12,motor
cao_qiao_001,moving_filtered,100562,missing_ratio_filter,missing_ratio_exceeded,,,,15.2156,6591,6688,34,motor
cao_qiao_001,moving_filtered,100572,missing_ratio_filter,missing_ratio_exceeded,,,,3.6615,6759,6777,8,pedestrian
cao_qiao_001,moving_filtered,100580,missing_ratio_filter,missing_ratio_exceeded,,,,32.3443,6965,7204,69,motor
cao_qiao_001,moving_filtered,100596,short_track_filter,track_duration_too_short,,,,0.4082,7180,7180,1,pedestrian
cao_qiao_001,moving_filtered,100598,short_track_filter,track_duration_too_short,,,,0.7764,7205,7206,2,pedestrian
cao_qiao_001,moving_filtered,100599,missing_ratio_filter,missing_ratio_exceeded,,,,50.3622,7248,7466,106,motor
cao_qiao_001,moving_filtered,100602,missing_ratio_filter,missing_ratio_exceeded,,,,1.9561,7283,7298,5,motor
cao_qiao_001,moving_filtered,100613,short_track_filter,track_duration_too_short,,,,0.3822,7354,7354,1,pedestrian
cao_qiao_001,moving_filtered,100623,missing_ratio_filter,missing_ratio_exceeded,,,,29.1383,7430,7574,62,pedestrian
cao_qiao_001,moving_filtered,100628,short_track_filter,track_duration_too_short,,,,0.4174,7472,7472,1,motor
cao_qiao_001,moving_filtered,100636,missing_ratio_filter,missing_ratio_exceeded,,,,2.9788,7515,7549,7,pedestrian
cao_qiao_001,moving_filtered,100645,missing_ratio_filter,missing_ratio_exceeded,,,,9.8276,7582,7675,23,pedestrian
cao_qiao_001,moving_filtered,100657,missing_ratio_filter,missing_ratio_exceeded,,,,17.9350,7696,7748,27,pedestrian
cao_qiao_001,moving_filtered,100658,short_track_filter,track_duration_too_short,,,,0.4303,7660,7660,1,motor
cao_qiao_001,moving_filtered,100661,short_track_filter,track_duration_too_short,,,,1.2696,7691,7693,3,tricycle
cao_qiao_001,moving_filtered,100664,short_track_filter,track_duration_too_short,,,,1.2824,7701,7702,2,pedestrian
cao_qiao_001,moving_filtered,100667,short_track_filter,track_duration_too_short,,,,0.5319,7730,7730,1,pedestrian
cao_qiao_001,moving_filtered,100674,short_track_filter,track_duration_too_short,,,,20.4844,7768,7828,43,motor
cao_qiao_001,moving_filtered,100676,missing_ratio_filter,missing_ratio_exceeded,,,,33.6248,7768,7992,68,motor
cao_qiao_001,moving_filtered,100677,short_track_filter,track_duration_too_short,,,,1.6744,7776,7778,3,pedestrian
cao_qiao_001,moving_filtered,100679,short_track_filter,track_duration_too_short,,,,55.7138,7811,7954,104,motor
cao_qiao_001,moving_filtered,100680,missing_ratio_filter,missing_ratio_exceeded,,,,14.7751,7840,8018,35,pedestrian
cao_qiao_001,moving_filtered,100681,short_track_filter,track_duration_too_short,,,,0.3631,7846,7846,1,people
cao_qiao_001,moving_filtered,100682,short_track_filter,track_duration_too_short,,,,1.7657,7848,7851,4,motor
cao_qiao_001,moving_filtered,100692,short_track_filter,track_duration_too_short,,,,17.0457,7910,7955,35,motor
cao_qiao_001,moving_filtered,100704,missing_ratio_filter,missing_ratio_exceeded,,,,0.8549,7963,7971,2,pedestrian
cao_qiao_001,moving_filtered,100705,short_track_filter,track_duration_too_short,,,,1.3119,7965,7967,3,motor
cao_qiao_001,moving_filtered,100706,missing_ratio_filter,missing_ratio_exceeded,,,,28.8277,7987,8123,67,pedestrian
cao_qiao_001,moving_filtered,100708,missing_ratio_filter,missing_ratio_exceeded,,,,6.8787,7972,8089,17,tricycle
cao_qiao_001,moving_filtered,100712,missing_ratio_filter,missing_ratio_exceeded,,,,18.3215,8017,8085,38,motor
cao_qiao_001,moving_filtered,100716,missing_ratio_filter,missing_ratio_exceeded,,,,13.4889,8072,8344,30,motor
cao_qiao_001,moving_filtered,100723,missing_ratio_filter,missing_ratio_exceeded,,,,20.1543,8173,8312,47,pedestrian
cao_qiao_001,moving_filtered,100724,missing_ratio_filter,missing_ratio_exceeded,,,,1.6888,8163,8169,4,tricycle
cao_qiao_001,moving_filtered,100734,missing_ratio_filter,missing_ratio_exceeded,,,,1.0956,8244,8249,3,people
cao_qiao_001,moving_filtered,100742,missing_ratio_filter,missing_ratio_exceeded,,,,4.2773,8391,8437,11,motor
cao_qiao_001,moving_filtered,100743,missing_ratio_filter,missing_ratio_exceeded,,,,77.8987,8386,8809,167,pedestrian
cao_qiao_001,moving_filtered,100744,short_track_filter,track_duration_too_short,,,,0.4101,8427,8427,1,pedestrian
cao_qiao_001,moving_filtered,100756,short_track_filter,track_duration_too_short,,,,2.0944,8451,8455,5,motor
cao_qiao_001,moving_filtered,100761,short_track_filter,track_duration_too_short,,,,0.8955,8501,8502,2,pedestrian
cao_qiao_001,moving_filtered,100763,short_track_filter,track_duration_too_short,,,,0.5331,8560,8560,1,pedestrian
cao_qiao_001,moving_filtered,100768,short_track_filter,track_duration_too_short,,,,0.3686,8608,8608,1,people
cao_qiao_001,moving_filtered,100770,missing_ratio_filter,missing_ratio_exceeded,,,,116.8624,8597,9021,198,motor
cao_qiao_001,moving_filtered,100775,short_track_filter,track_duration_too_short,,,,0.3913,8659,8659,1,pedestrian
cao_qiao_001,moving_filtered,100776,short_track_filter,track_duration_too_short,,,,0.3963,8691,8691,1,pedestrian
cao_qiao_001,moving_filtered,100785,missing_ratio_filter,missing_ratio_exceeded,,,,40.9269,8708,8964,97,motor
cao_qiao_001,moving_filtered,100792,short_track_filter,track_duration_too_short,,,,1.1542,8770,8772,3,motor
cao_qiao_001,moving_filtered,100794,missing_ratio_filter,missing_ratio_exceeded,,,,8.8871,8815,8876,20,pedestrian
