dataset_id,version,raw_object_id,final_object_id,class_name_mode,start_frame,end_frame,total_frames,mean_confidence,is_kept,is_filtered,filter_type,filter_reason,fragmentation_group_id,quality_score
cao_qiao_001,moving_filtered,100215,,motor,2336,2336,1,0.3722,false,true,short_track_filter,track_duration_too_short,,0.3722
cao_qiao_001,moving_filtered,100223,,pedestrian,2463,2470,8,0.4452,false,true,short_track_filter,track_duration_too_short,,3.5617
cao_qiao_001,moving_filtered,100229,,pedestrian,2578,2705,63,0.5013,false,true,missing_ratio_filter,missing_ratio_exceeded,,31.5836
cao_qiao_001,moving_filtered,100231,,motor,2554,2631,41,0.4533,false,true,missing_ratio_filter,missing_ratio_exceeded,,18.5871
cao_qiao_001,moving_filtered,100239,,motor,2761,2762,2,0.4129,false,true,short_track_filter,track_duration_too_short,,0.8258
cao_qiao_001,moving_filtered,100240,,pedestrian,2763,2813,4,0.3810,false,true,missing_ratio_filter,missing_ratio_exceeded,,1.5240
cao_qiao_001,moving_filtered,100241,,motor,2787,3397,129,0.4632,false,true,missing_ratio_filter,missing_ratio_exceeded,,59.7489
cao_qiao_001,moving_filtered,100244,,motor,2791,2899,101,0.5273,false,true,short_track_filter,track_duration_too_short,,53.2554
cao_qiao_001,moving_filtered,100246,46,motor,2845,3567,526,0.5531,true,false,,,,290.9467
cao_qiao_001,moving_filtered,100250,,pedestrian,2884,2984,4,0.4156,false,true,missing_ratio_filter,missing_ratio_exceeded,,1.6625
cao_qiao_001,moving_filtered,100265,,pedestrian,3179,3299,41,0.4650,false,true,missing_ratio_filter,missing_ratio_exceeded,,19.0632
cao_qiao_001,moving_filtered,100267,54,motor,3147,3709,439,0.5358,true,false,,,,235.1985
cao_qiao_001,moving_filtered,100269,55,motor,3167,3858,520,0.5321,true,false,,,,276.7080
cao_qiao_001,moving_filtered,100281,,pedestrian,3404,3646,50,0.4595,false,true,missing_ratio_filter,missing_ratio_exceeded,,22.9742
cao_qiao_001,moving_filtered,100297,,pedestrian,3741,3761,10,0.4562,false,true,missing_ratio_filter,missing_ratio_exceeded,,4.5620
cao_qiao_001,moving_filtered,100313,,tricycle,3865,4261,75,0.4699,false,true,missing_ratio_filter,missing_ratio_exceeded,,35.2423
cao_qiao_001,moving_filtered,100314,,pedestrian,3854,3854,1,0.3806,false,true,short_track_filter,track_duration_too_short,,0.3806
cao_qiao_001,moving_filtered,100327,,pedestrian,4022,4024,3,0.4623,false,true,short_track_filter,track_duration_too_short,,1.3869
cao_qiao_001,moving_filtered,100331,,people,4056,4057,2,0.3997,false,true,short_track_filter,track_duration_too_short,,0.7994
cao_qiao_001,moving_filtered,100336,72,motor,4123,4362,149,0.5421,true,false,,,,80.7656
cao_qiao_001,moving_filtered,100351,,people,4305,4305,1,0.4522,false,true,short_track_filter,track_duration_too_short,,0.4522
cao_qiao_001,moving_filtered,100353,74,motor,4337,5112,732,0.5909,true,false,,,,432.5187
cao_qiao_001,moving_filtered,100354,,pedestrian,4373,4434,4,0.4949,false,true,missing_ratio_filter,missing_ratio_exceeded,,1.9796
cao_qiao_001,moving_filtered,100357,,motor,4402,4551,14,0.4274,false,true,missing_ratio_filter,missing_ratio_exceeded,,5.9843
cao_qiao_001,moving_filtered,100360,,pedestrian,4488,4554,9,0.4171,false,true,missing_ratio_filter,missing_ratio_exceeded,,3.7543
cao_qiao_001,moving_filtered,100362,,pedestrian,4478,4479,2,0.3687,false,true,short_track_filter,track_duration_too_short,,0.7375
cao_qiao_001,moving_filtered,100364,,motor,4569,4622,10,0.4063,false,true,missing_ratio_filter,missing_ratio_exceeded,,4.0625
cao_qiao_001,moving_filtered,100368,,pedestrian,4513,4521,3,0.3724,false,true,missing_ratio_filter,missing_ratio_exceeded,,1.1171
cao_qiao_001,moving_filtered,100373,,pedestrian,4568,4568,1,0.4387,false,true,short_track_filter,track_duration_too_short,,0.4387
cao_qiao_001,moving_filtered,100380,76,tricycle,4696,5574,681,0.5409,true,false,,,,368.3625
cao_qiao_001,moving_filtered,100384,,motor,4745,4762,3,0.3946,false,true,missing_ratio_filter,missing_ratio_exceeded,,1.1839
cao_qiao_001,moving_filtered,100390,,motor,4807,4851,2,0.4158,false,true,missing_ratio_filter,missing_ratio_exceeded,,0.8317
cao_qiao_001,moving_filtered,100398,,awning-tricycle,4946,4946,1,0.4505,false,true,short_track_filter,track_duration_too_short,,0.4505
cao_qiao_001,moving_filtered,100407,,motor,4980,5105,28,0.4249,false,true,missing_ratio_filter,missing_ratio_exceeded,,11.8970
cao_qiao_001,moving_filtered,100408,,motor,4968,5251,169,0.5236,false,true,missing_ratio_filter,missing_ratio_exceeded,,88.4869
cao_qiao_001,moving_filtered,100411,,motor,5032,5045,14,0.4510,false,true,short_track_filter,track_duration_too_short,,6.3136
cao_qiao_001,moving_filtered,100414,,motor,5041,5041,1,0.3839,false,true,short_track_filter,track_duration_too_short,,0.3839
cao_qiao_001,moving_filtered,100416,,motor,5078,5082,5,0.4492,false,true,short_track_filter,track_duration_too_short,,2.2459
cao_qiao_001,moving_filtered,100420,,motor,5116,5155,3,0.4024,false,true,missing_ratio_filter,missing_ratio_exceeded,,1.2073
cao_qiao_001,moving_filtered,100425,,motor,5125,5943,435,0.4659,false,true,missing_ratio_filter,missing_ratio_exceeded,,202.6810
cao_qiao_001,moving_filtered,100429,,motor,5149,5169,6,0.3872,false,true,missing_ratio_filter,missing_ratio_exceeded,,2.3234
cao_qiao_001,moving_filtered,100431,,pedestrian,5156,5225,22,0.4247,false,true,missing_ratio_filter,missing_ratio_exceeded,,9.3440
cao_qiao_001,moving_filtered,100432,85,motor,5167,5454,216,0.4760,true,false,,,,102.8209
cao_qiao_001,moving_filtered,100433,,people,5163,5163,1,0.4352,false,true,short_track_filter,track_duration_too_short,,0.4352
cao_qiao_001,moving_filtered,100435,,motor,5199,5200,2,0.4212,false,true,short_track_filter,track_duration_too_short,,0.8424
cao_qiao_001,moving_filtered,100442,,motor,5269,5270,2,0.3627,false,true,short_track_filter,track_duration_too_short,,0.7254
cao_qiao_001,moving_filtered,100444,,pedestrian,5286,5489,72,0.4742,false,true,missing_ratio_filter,missing_ratio_exceeded,,34.1446
cao_qiao_001,moving_filtered,100448,,motor,5344,5386,21,0.4290,false,true,missing_ratio_filter,missing_ratio_exceeded,,9.0081
cao_qiao_001,moving_filtered,100451,87,motor,5361,6086,535,0.5140,true,false,,,,275.0034
cao_qiao_001,moving_filtered,100459,,motor,5458,5463,6,0.5010,false,true,short_track_filter,track_duration_too_short,,3.0059
cao_qiao_001,moving_filtered,100460,,motor,5460,5462,3,0.4054,false,true,short_track_filter,track_duration_too_short,,1.2163
cao_qiao_001,moving_filtered,100465,,motor,5503,6100,384,0.5543,false,true,fragmentation_filter,suspected_id_fragmentation_drop_all_related_tracklets,fg_0002,212.8590
cao_qiao_001,moving_filtered,100466,,motor,5517,5545,14,0.4195,false,true,missing_ratio_filter,missing_ratio_exceeded,,5.8725
cao_qiao_001,moving_filtered,100470,,motor,5599,5826,68,0.4422,false,true,missing_ratio_filter,missing_ratio_exceeded,,30.0675
cao_qiao_001,moving_filtered,100472,,pedestrian,5598,5648,41,0.4697,false,true,short_track_filter,track_duration_too_short,,19.2579
cao_qiao_001,moving_filtered,100475,93,motor,5642,6439,639,0.5295,true,false,,,,338.3544
cao_qiao_001,moving_filtered,100478,,motor,5703,5793,29,0.4402,false,true,missing_ratio_filter,missing_ratio_exceeded,,12.7663
cao_qiao_001,moving_filtered,100480,,tricycle,5724,6047,187,0.4717,false,true,missing_ratio_filter,missing_ratio_exceeded,,88.2152
cao_qiao_001,moving_filtered,100484,,people,5763,5773,3,0.4092,false,true,missing_ratio_filter,missing_ratio_exceeded,,1.2275
cao_qiao_001,moving_filtered,100485,,pedestrian,5765,5857,11,0.4426,false,true,missing_ratio_filter,missing_ratio_exceeded,,4.8688
cao_qiao_001,moving_filtered,100491,,pedestrian,5859,5859,1,0.5362,false,true,short_track_filter,track_duration_too_short,,0.5362
cao_qiao_001,moving_filtered,100497,,motor,5941,6029,38,0.4453,false,true,missing_ratio_filter,missing_ratio_exceeded,,16.9201
cao_qiao_001,moving_filtered,100506,,pedestrian,5962,6041,29,0.4511,false,true,missing_ratio_filter,missing_ratio_exceeded,,13.0822
cao_qiao_001,moving_filtered,100509,,motor,5985,6164,160,0.5073,false,true,fragmentation_filter,suspected_id_fragmentation_drop_all_related_tracklets,fg_0003,81.1692
cao_qiao_001,moving_filtered,100520,100,motor,6085,6848,648,0.5186,true,false,,,,336.0587
cao_qiao_001,moving_filtered,100525,,pedestrian,6112,6243,45,0.4498,false,true,missing_ratio_filter,missing_ratio_exceeded,,20.2422
cao_qiao_001,moving_filtered,100528,,motor,6189,6259,20,0.5370,false,true,missing_ratio_filter,missing_ratio_exceeded,,10.7409
cao_qiao_001,moving_filtered,100529,,motor,6147,6296,87,0.5932,false,true,missing_ratio_filter,missing_ratio_exceeded,,51.6106
cao_qiao_001,moving_filtered,100534,,motor,6188,6338,128,0.5034,false,true,fragmentation_filter,suspected_id_fragmentation_drop_all_related_tracklets,fg_0002,64.4288
cao_qiao_001,moving_filtered,100535,,motor,6193,6857,624,0.5474,false,true,fragmentation_filter,suspected_id_fragmentation_drop_all_related_tracklets,fg_0003,341.6062
cao_qiao_001,moving_filtered,100542,106,motor,6270,6546,227,0.4951,true,false,,,,112.3910
cao_qiao_001,moving_filtered,100543,,pedestrian,6335,6492,30,0.4427,false,true,missing_ratio_filter,missing_ratio_exceeded,,13.2808
cao_qiao_001,moving_filtered,100547,,motor,6376,6378,3,0.4048,false,true,short_track_filter,track_duration_too_short,,1.2144
cao_qiao_001,moving_filtered,100551,,pedestrian,6440,6458,7,0.5864,false,true,missing_ratio_filter,missing_ratio_exceeded,,4.1046
cao_qiao_001,moving_filtered,100552,,pedestrian,6459,6514,5,0.3886,false,true,missing_ratio_filter,missing_ratio_exceeded,,1.9428
cao_qiao_001,moving_filtered,100554,,motor,6500,6556,39,0.4314,false,true,short_track_filter,track_duration_too_short,,16.8255
cao_qiao_001,moving_filtered,100557,,pedestrian,6532,6587,16,0.4844,false,true,missing_ratio_filter,missing_ratio_exceeded,,7.7503
cao_qiao_001,moving_filtered,100561,,motor,6576,6626,12,0.4048,false,true,missing_ratio_filter,missing_ratio_exceeded,,4.8571
cao_qiao_001,moving_filtered,100562,,motor,6591,6688,34,0.4475,false,true,missing_ratio_filter,missing_ratio_exceeded,,15.2156
cao_qiao_001,moving_filtered,100572,,pedestrian,6759,6777,8,0.4577,false,true,missing_ratio_filter,missing_ratio_exceeded,,3.6615
cao_qiao_001,moving_filtered,100580,,motor,6965,7204,69,0.4688,false,true,missing_ratio_filter,missing_ratio_exceeded,,32.3443
cao_qiao_001,moving_filtered,100596,,pedestrian,7180,7180,1,0.4082,false,true,short_track_filter,track_duration_too_short,,0.4082
cao_qiao_001,moving_filtered,100597,114,motor,7183,7741,500,0.5585,true,false,,,,279.2443
cao_qiao_001,moving_filtered,100598,,pedestrian,7205,7206,2,0.3882,false,true,short_track_filter,track_duration_too_short,,0.7764
cao_qiao_001,moving_filtered,100599,,motor,7248,7466,106,0.4751,false,true,missing_ratio_filter,missing_ratio_exceeded,,50.3622
cao_qiao_001,moving_filtered,100602,,motor,7283,7298,5,0.3912,false,true,missing_ratio_filter,missing_ratio_exceeded,,1.9561
cao_qiao_001,moving_filtered,100613,,pedestrian,7354,7354,1,0.3822,false,true,short_track_filter,track_duration_too_short,,0.3822
cao_qiao_001,moving_filtered,100623,,pedestrian,7430,7574,62,0.4700,false,true,missing_ratio_filter,missing_ratio_exceeded,,29.1383
cao_qiao_001,moving_filtered,100628,,motor,7472,7472,1,0.4174,false,true,short_track_filter,track_duration_too_short,,0.4174
cao_qiao_001,moving_filtered,100636,,pedestrian,7515,7549,7,0.4255,false,true,missing_ratio_filter,missing_ratio_exceeded,,2.9788
cao_qiao_001,moving_filtered,100645,,pedestrian,7582,7675,23,0.4273,false,true,missing_ratio_filter,missing_ratio_exceeded,,9.8276
cao_qiao_001,moving_filtered,100657,,pedestrian,7696,7748,27,0.6643,false,true,missing_ratio_filter,missing_ratio_exceeded,,17.9350
cao_qiao_001,moving_filtered,100658,,motor,7660,7660,1,0.4303,false,true,short_track_filter,track_duration_too_short,,0.4303
cao_qiao_001,moving_filtered,100661,,tricycle,7691,7693,3,0.4232,false,true,short_track_filter,track_duration_too_short,,1.2696
cao_qiao_001,moving_filtered,100664,,pedestrian,7701,7702,2,0.6412,false,true,short_track_filter,track_duration_too_short,,1.2824
cao_qiao_001,moving_filtered,100667,,pedestrian,7730,7730,1,0.5319,false,true,short_track_filter,track_duration_too_short,,0.5319
cao_qiao_001,moving_filtered,100674,,motor,7768,7828,43,0.4764,false,true,short_track_filter,track_duration_too_short,,20.4844
cao_qiao_001,moving_filtered,100676,,motor,7768,7992,68,0.4945,false,true,missing_ratio_filter,missing_ratio_exceeded,,33.6248
cao_qiao_001,moving_filtered,100677,,pedestrian,7776,7778,3,0.5581,false,true,short_track_filter,track_duration_too_short,,1.6744
cao_qiao_001,moving_filtered,100679,,motor,7811,7954,104,0.5357,false,true,short_track_filter,track_duration_too_short,,55.7138
cao_qiao_001,moving_filtered,100680,,pedestrian,7840,8018,35,0.4221,false,true,missing_ratio_filter,missing_ratio_exceeded,,14.7751
cao_qiao_001,moving_filtered,100681,,people,7846,7846,1,0.3631,false,true,short_track_filter,track_duration_too_short,,0.3631
cao_qiao_001,moving_filtered,100682,,motor,7848,7851,4,0.4414,false,true,short_track_filter,track_duration_too_short,,1.7657
cao_qiao_001,moving_filtered,100692,,motor,7910,7955,35,0.4870,false,true,short_track_filter,track_duration_too_short,,17.0457
cao_qiao_001,moving_filtered,100704,,pedestrian,7963,7971,2,0.4274,false,true,missing_ratio_filter,missing_ratio_exceeded,,0.8549
cao_qiao_001,moving_filtered,100705,,motor,7965,7967,3,0.4373,false,true,short_track_filter,track_duration_too_short,,1.3119
cao_qiao_001,moving_filtered,100706,,pedestrian,7987,8123,67,0.4303,false,true,missing_ratio_filter,missing_ratio_exceeded,,28.8277
cao_qiao_001,moving_filtered,100708,,tricycle,7972,8089,17,0.4046,false,true,missing_ratio_filter,missing_ratio_exceeded,,6.8787
cao_qiao_001,moving_filtered,100712,,motor,8017,8085,38,0.4821,false,true,missing_ratio_filter,missing_ratio_exceeded,,18.3215
cao_qiao_001,moving_filtered,100716,,motor,8072,8344,30,0.4496,false,true,missing_ratio_filter,missing_ratio_exceeded,,13.4889
cao_qiao_001,moving_filtered,100723,,pedestrian,8173,8312,47,0.4288,false,true,missing_ratio_filter,missing_ratio_exceeded,,20.1543
cao_qiao_001,moving_filtered,100724,,tricycle,8163,8169,4,0.4222,false,true,missing_ratio_filter,missing_ratio_exceeded,,1.6888
cao_qiao_001,moving_filtered,100731,130,motor,8228,8598,318,0.5470,true,false,,,,173.9455
cao_qiao_001,moving_filtered,100734,,people,8244,8249,3,0.3652,false,true,missing_ratio_filter,missing_ratio_exceeded,,1.0956
cao_qiao_001,moving_filtered,100741,132,motor,8403,8771,278,0.4849,true,false,,,,134.7972
cao_qiao_001,moving_filtered,100742,,motor,8391,8437,11,0.3888,false,true,missing_ratio_filter,missing_ratio_exceeded,,4.2773
cao_qiao_001,moving_filtered,100743,,pedestrian,8386,8809,167,0.4665,false,true,missing_ratio_filter,missing_ratio_exceeded,,77.8987
cao_qiao_001,moving_filtered,100744,,pedestrian,8427,8427,1,0.4101,false,true,short_track_filter,track_duration_too_short,,0.4101
cao_qiao_001,moving_filtered,100756,,motor,8451,8455,5,0.4189,false,true,short_track_filter,track_duration_too_short,,2.0944
cao_qiao_001,moving_filtered,100761,,pedestrian,8501,8502,2,0.4478,false,true,short_track_filter,track_duration_too_short,,0.8955
cao_qiao_001,moving_filtered,100763,,pedestrian,8560,8560,1,0.5331,false,true,short_track_filter,track_duration_too_short,,0.5331
cao_qiao_001,moving_filtered,100768,,people,8608,8608,1,0.3686,false,true,short_track_filter,track_duration_too_short,,0.3686
cao_qiao_001,moving_filtered,100770,,motor,8597,9021,198,0.5902,false,true,missing_ratio_filter,missing_ratio_exceeded,,116.8624
cao_qiao_001,moving_filtered,100775,,pedestrian,8659,8659,1,0.3913,false,true,short_track_filter,track_duration_too_short,,0.3913
cao_qiao_001,moving_filtered,100776,,pedestrian,8691,8691,1,0.3963,false,true,short_track_filter,track_duration_too_short,,0.3963
cao_qiao_001,moving_filtered,100785,,motor,8708,8964,97,0.4219,false,true,missing_ratio_filter,missing_ratio_exceeded,,40.9269
cao_qiao_001,moving_filtered,100789,134,motor,8732,8916,114,0.4672,true,false,,,,53.2558
cao_qiao_001,moving_filtered,100791,135,motor,8766,9016,241,0.5940,true,false,,,,143.1573
cao_qiao_001,moving_filtered,100792,,motor,8770,8772,3,0.3847,false,true,short_track_filter,track_duration_too_short,,1.1542
cao_qiao_001,moving_filtered,100794,,pedestrian,8815,8876,20,0.4444,false,true,missing_ratio_filter,missing_ratio_exceeded,,8.8871
cao_qiao_001,moving_filtered,100799,,pedestrian,8912,8913,2,0.3787,false,true,short_track_filter,track_duration_too_short,,0.7575
cao_qiao_001,moving_filtered,100800,,pedestrian,8861,8884,9,0.5996,false,true,missing_ratio_filter,missing_ratio_exceeded,,5.3962
cao_qiao_001,moving_filtered,100805,,pedestrian,8967,9018,22,0.4387,false,true,missing_ratio_filter,missing_ratio_exceeded,,9.6524
cao_qiao_001,moving_filtered,100807,,pedestrian,8980,8982,3,0.4846,false,true,short_track_filter,track_duration_too_short,,1.4538
