dataset_id,frame_id,timestamp,width,height,num_objects,output_frame
cao_qiao_001,0,0.000000,3840,2160,26,0
cao_qiao_001,1,0.033367,3840,2160,25,1
cao_qiao_001,2,0.066733,3840,2160,26,2
cao_qiao_001,3,0.100100,3840,2160,23,3
cao_qiao_001,4,0.133467,3840,2160,25,4
cao_qiao_001,5,0.166834,3840,2160,23,5
cao_qiao_001,6,0.200200,3840,2160,23,6
cao_qiao_001,7,0.233567,3840,2160,22,7
cao_qiao_001,8,0.266934,3840,2160,22,8
cao_qiao_001,9,0.300300,3840,2160,22,9
cao_qiao_001,10,0.333667,3840,2160,22,10
cao_qiao_001,11,0.367034,3840,2160,22,11
cao_qiao_001,12,0.400400,3840,2160,22,12
cao_qiao_001,13,0.433767,3840,2160,22,13
cao_qiao_001,14,0.467134,3840,2160,22,14
cao_qiao_001,15,0.500501,3840,2160,22,15
cao_qiao_001,16,0.533867,3840,2160,21,16
cao_qiao_001,17,0.567234,3840,2160,20,17
cao_qiao_001,18,0.600601,3840,2160,21,18
cao_qiao_001,19,0.633967,3840,2160,21,19
cao_qiao_001,20,0.667334,3840,2160,22,20
cao_qiao_001,21,0.700701,3840,2160,21,21
cao_qiao_001,22,0.734067,3840,2160,21,22
cao_qiao_001,23,0.767434,3840,2160,21,23
cao_qiao_001,24,0.800801,3840,2160,21,24
cao_qiao_001,25,0.834168,3840,2160,20,25
cao_qiao_001,26,0.867534,3840,2160,20,26
cao_qiao_001,27,0.900901,3840,2160,22,27
cao_qiao_001,28,0.934268,3840,2160,21,28
cao_qiao_001,29,0.967634,3840,2160,21,29
cao_qiao_001,30,1.001001,3840,2160,21,30
cao_qiao_001,31,1.034368,3840,2160,21,31
cao_qiao_001,32,1.067734,3840,2160,23,32
cao_qiao_001,33,1.101101,3840,2160,23,33
cao_qiao_001,34,1.134468,3840,2160,23,34
cao_qiao_001,35,1.167835,3840,2160,23,35
cao_qiao_001,36,1.201201,3840,2160,23,36
cao_qiao_001,37,1.234568,3840,2160,23,37
cao_qiao_001,38,1.267935,3840,2160,23,38
cao_qiao_001,39,1.301301,3840,2160,22,39
cao_qiao_001,40,1.334668,3840,2160,22,40
cao_qiao_001,41,1.368035,3840,2160,23,41
cao_qiao_001,42,1.401401,3840,2160,23,42
cao_qiao_001,43,1.434768,3840,2160,23,43
cao_qiao_001,44,1.468135,3840,2160,23,44
cao_qiao_001,45,1.501502,3840,2160,24,45
cao_qiao_001,46,1.534868,3840,2160,24,46
cao_qiao_001,47,1.568235,3840,2160,25,47
cao_qiao_001,48,1.601602,3840,2160,25,48
cao_qiao_001,49,1.634968,3840,2160,25,49
cao_qiao_001,50,1.668335,3840,2160,25,50
cao_qiao_001,51,1.701702,3840,2160,25,51
cao_qiao_001,52,1.735068,3840,2160,24,52
cao_qiao_001,53,1.768435,3840,2160,23,53
cao_qiao_001,54,1.801802,3840,2160,23,54
cao_qiao_001,55,1.835169,3840,2160,24,55
cao_qiao_001,56,1.868535,3840,2160,24,56
cao_qiao_001,57,1.901902,3840,2160,25,57
cao_qiao_001,58,1.935269,3840,2160,25,58
cao_qiao_001,59,1.968635,3840,2160,25,59
cao_qiao_001,60,2.002002,3840,2160,25,60
cao_qiao_001,61,2.035369,3840,2160,25,61
cao_qiao_001,62,2.068735,3840,2160,25,62
cao_qiao_001,63,2.102102,3840,2160,25,63
cao_qiao_001,64,2.135469,3840,2160,25,64
cao_qiao_001,65,2.168836,3840,2160,25,65
cao_qiao_001,66,2.202202,3840,2160,25,66
cao_qiao_001,67,2.235569,3840,2160,25,67
cao_qiao_001,68,2.268936,3840,2160,25,68
cao_qiao_001,69,2.302302,3840,2160,25,69
cao_qiao_001,70,2.335669,3840,2160,24,70
cao_qiao_001,71,2.369036,3840,2160,24,71
cao_qiao_001,72,2.402402,3840,2160,24,72
cao_qiao_001,73,2.435769,3840,2160,24,73
cao_qiao_001,74,2.469136,3840,2160,24,74
cao_qiao_001,75,2.502503,3840,2160,24,75
cao_qiao_001,76,2.535869,3840,2160,24,76
cao_qiao_001,77,2.569236,3840,2160,24,77
cao_qiao_001,78,2.602603,3840,2160,25,78
cao_qiao_001,79,2.635969,3840,2160,23,79
cao_qiao_001,80,2.669336,3840,2160,23,80
cao_qiao_001,81,2.702703,3840,2160,23,81
cao_qiao_001,82,2.736069,3840,2160,24,82
cao_qiao_001,83,2.769436,3840,2160,25,83
cao_qiao_001,84,2.802803,3840,2160,25,84
cao_qiao_001,85,2.836170,3840,2160,25,85
cao_qiao_001,86,2.869536,3840,2160,25,86
cao_qiao_001,87,2.902903,3840,2160,25,87
cao_qiao_001,88,2.936270,3840,2160,24,88
cao_qiao_001,89,2.969636,3840,2160,24,89
cao_qiao_001,90,3.003003,3840,2160,24,90
cao_qiao_001,91,3.036370,3840,2160,24,91
cao_qiao_001,92,3.069736,3840,2160,24,92
cao_qiao_001,93,3.103103,3840,2160,23,93
cao_qiao_001,94,3.136470,3840,2160,23,94
cao_qiao_001,95,3.169837,3840,2160,23,95
cao_qiao_001,96,3.203203,3840,2160,22,96
cao_qiao_001,97,3.236570,3840,2160,22,97
cao_qiao_001,98,3.269937,3840,2160,22,98
cao_qiao_001,99,3.303303,3840,2160,22,99
cao_qiao_001,100,3.336670,3840,2160,20,100
cao_qiao_001,101,3.370037,3840,2160,20,101
cao_qiao_001,102,3.403403,3840,2160,20,102
cao_qiao_001,103,3.436770,3840,2160,20,103
cao_qiao_001,104,3.470137,3840,2160,20,104
cao_qiao_001,105,3.503504,3840,2160,21,105
cao_qiao_001,106,3.536870,3840,2160,21,106
cao_qiao_001,107,3.570237,3840,2160,20,107
cao_qiao_001,108,3.603604,3840,2160,19,108
cao_qiao_001,109,3.636970,3840,2160,20,109
cao_qiao_001,110,3.670337,3840,2160,20,110
cao_qiao_001,111,3.703704,3840,2160,20,111
cao_qiao_001,112,3.737070,3840,2160,20,112
cao_qiao_001,113,3.770437,3840,2160,21,113
cao_qiao_001,114,3.803804,3840,2160,20,114
cao_qiao_001,115,3.837171,3840,2160,20,115
cao_qiao_001,116,3.870537,3840,2160,20,116
cao_qiao_001,117,3.903904,3840,2160,20,117
cao_qiao_001,118,3.937271,3840,2160,19,118
cao_qiao_001,119,3.970637,3840,2160,19,119
cao_qiao_001,120,4.004004,3840,2160,19,120
cao_qiao_001,121,4.037371,3840,2160,19,121
cao_qiao_001,122,4.070737,3840,2160,20,122
cao_qiao_001,123,4.104104,3840,2160,20,123
cao_qiao_001,124,4.137471,3840,2160,20,124
cao_qiao_001,125,4.170838,3840,2160,21,125
cao_qiao_001,126,4.204204,3840,2160,20,126
cao_qiao_001,127,4.237571,3840,2160,19,127
cao_qiao_001,128,4.270938,3840,2160,19,128
cao_qiao_001,129,4.304304,3840,2160,19,129
cao_qiao_001,130,4.337671,3840,2160,20,130
cao_qiao_001,131,4.371038,3840,2160,20,131
cao_qiao_001,132,4.404404,3840,2160,19,132
cao_qiao_001,133,4.437771,3840,2160,18,133
cao_qiao_001,134,4.471138,3840,2160,18,134
cao_qiao_001,135,4.504505,3840,2160,18,135
cao_qiao_001,136,4.537871,3840,2160,18,136
cao_qiao_001,137,4.571238,3840,2160,18,137
cao_qiao_001,138,4.604605,3840,2160,18,138
cao_qiao_001,139,4.637971,3840,2160,18,139
cao_qiao_001,140,4.671338,3840,2160,18,140
cao_qiao_001,141,4.704705,3840,2160,18,141
cao_qiao_001,142,4.738071,3840,2160,18,142
cao_qiao_001,143,4.771438,3840,2160,18,143
cao_qiao_001,144,4.804805,3840,2160,18,144
cao_qiao_001,145,4.838172,3840,2160,19,145
cao_qiao_001,146,4.871538,3840,2160,18,146
cao_qiao_001,147,4.904905,3840,2160,18,147
cao_qiao_001,148,4.938272,3840,2160,18,148
cao_qiao_001,149,4.971638,3840,2160,18,149
cao_qiao_001,150,5.005005,3840,2160,18,150
cao_qiao_001,151,5.038372,3840,2160,18,151
cao_qiao_001,152,5.071738,3840,2160,18,152
cao_qiao_001,153,5.105105,3840,2160,18,153
cao_qiao_001,154,5.138472,3840,2160,18,154
cao_qiao_001,155,5.171839,3840,2160,18,155
cao_qiao_001,156,5.205205,3840,2160,18,156
cao_qiao_001,157,5.238572,3840,2160,19,157
cao_qiao_001,158,5.271939,3840,2160,19,158
cao_qiao_001,159,5.305305,3840,2160,19,159
cao_qiao_001,160,5.338672,3840,2160,20,160
cao_qiao_001,161,5.372039,3840,2160,20,161
cao_qiao_001,162,5.405405,3840,2160,19,162
cao_qiao_001,163,5.438772,3840,2160,18,163
cao_qiao_001,164,5.472139,3840,2160,18,164
cao_qiao_001,165,5.505506,3840,2160,19,165
cao_qiao_001,166,5.538872,3840,2160,18,166
cao_qiao_001,167,5.572239,3840,2160,19,167
cao_qiao_001,168,5.605606,3840,2160,20,168
cao_qiao_001,169,5.638972,3840,2160,19,169
cao_qiao_001,170,5.672339,3840,2160,19,170
cao_qiao_001,171,5.705706,3840,2160,18,171
cao_qiao_001,172,5.739072,3840,2160,18,172
cao_qiao_001,173,5.772439,3840,2160,18,173
cao_qiao_001,174,5.805806,3840,2160,19,174
cao_qiao_001,175,5.839173,3840,2160,19,175
cao_qiao_001,176,5.872539,3840,2160,19,176
cao_qiao_001,177,5.905906,3840,2160,19,177
cao_qiao_001,178,5.939273,3840,2160,19,178
cao_qiao_001,179,5.972639,3840,2160,19,179
cao_qiao_001,180,6.006006,3840,2160,20,180
cao_qiao_001,181,6.039373,3840,2160,19,181
cao_qiao_001,182,6.072739,3840,2160,20,182
cao_qiao_001,183,6.106106,3840,2160,20,183
cao_qiao_001,184,6.139473,3840,2160,19,184
cao_qiao_001,185,6.172840,3840,2160,21,185
cao_qiao_001,186,6.206206,3840,2160,20,186
cao_qiao_001,187,6.239573,3840,2160,20,187
cao_qiao_001,188,6.272940,3840,2160,19,188
cao_qiao_001,189,6.306306,3840,2160,18,189
cao_qiao_001,190,6.339673,3840,2160,18,190
cao_qiao_001,191,6.373040,3840,2160,18,191
cao_qiao_001,192,6.406406,3840,2160,19,192
cao_qiao_001,193,6.439773,3840,2160,19,193
cao_qiao_001,194,6.473140,3840,2160,19,194
cao_qiao_001,195,6.506507,3840,2160,19,195
cao_qiao_001,196,6.539873,3840,2160,19,196
cao_qiao_001,197,6.573240,3840,2160,21,197
cao_qiao_001,198,6.606607,3840,2160,21,198
cao_qiao_001,199,6.639973,3840,2160,20,199
cao_qiao_001,200,6.673340,3840,2160,20,200
cao_qiao_001,201,6.706707,3840,2160,19,201
cao_qiao_001,202,6.740073,3840,2160,19,202
cao_qiao_001,203,6.773440,3840,2160,19,203
cao_qiao_001,204,6.806807,3840,2160,19,204
cao_qiao_001,205,6.840174,3840,2160,20,205
cao_qiao_001,206,6.873540,3840,2160,19,206
cao_qiao_001,207,6.906907,3840,2160,18,207
cao_qiao_001,208,6.940274,3840,2160,17,208
cao_qiao_001,209,6.973640,3840,2160,17,209
cao_qiao_001,210,7.007007,3840,2160,17,210
cao_qiao_001,211,7.040374,3840,2160,18,211
cao_qiao_001,212,7.073740,3840,2160,18,212
cao_qiao_001,213,7.107107,3840,2160,19,213
cao_qiao_001,214,7.140474,3840,2160,19,214
cao_qiao_001,215,7.173841,3840,2160,20,215
cao_qiao_001,216,7.207207,3840,2160,19,216
cao_qiao_001,217,7.240574,3840,2160,17,217
cao_qiao_001,218,7.273941,3840,2160,17,218
cao_qiao_001,219,7.307307,3840,2160,18,219
cao_qiao_001,220,7.340674,3840,2160,18,220
cao_qiao_001,221,7.374041,3840,2160,17,221
cao_qiao_001,222,7.407407,3840,2160,17,222
cao_qiao_001,223,7.440774,3840,2160,17,223
cao_qiao_001,224,7.474141,3840,2160,17,224
cao_qiao_001,225,7.507508,3840,2160,17,225
cao_qiao_001,226,7.540874,3840,2160,17,226
cao_qiao_001,227,7.574241,3840,2160,17,227
cao_qiao_001,228,7.607608,3840,2160,18,228
cao_qiao_001,229,7.640974,3840,2160,18,229
cao_qiao_001,230,7.674341,3840,2160,17,230
cao_qiao_001,231,7.707708,3840,2160,17,231
cao_qiao_001,232,7.741074,3840,2160,17,232
cao_qiao_001,233,7.774441,3840,2160,18,233
cao_qiao_001,234,7.807808,3840,2160,18,234
cao_qiao_001,235,7.841175,3840,2160,18,235
cao_qiao_001,236,7.874541,3840,2160,19,236
cao_qiao_001,237,7.907908,3840,2160,18,237
cao_qiao_001,238,7.941275,3840,2160,17,238
cao_qiao_001,239,7.974641,3840,2160,17,239
cao_qiao_001,240,8.008008,3840,2160,17,240
cao_qiao_001,241,8.041375,3840,2160,18,241
cao_qiao_001,242,8.074741,3840,2160,18,242
cao_qiao_001,243,8.108108,3840,2160,18,243
cao_qiao_001,244,8.141475,3840,2160,18,244
cao_qiao_001,245,8.174842,3840,2160,18,245
cao_qiao_001,246,8.208208,3840,2160,18,246
cao_qiao_001,247,8.241575,3840,2160,18,247
cao_qiao_001,248,8.274942,3840,2160,18,248
cao_qiao_001,249,8.308308,3840,2160,18,249
cao_qiao_001,250,8.341675,3840,2160,18,250
cao_qiao_001,251,8.375042,3840,2160,18,251
cao_qiao_001,252,8.408408,3840,2160,18,252
cao_qiao_001,253,8.441775,3840,2160,18,253
cao_qiao_001,254,8.475142,3840,2160,18,254
cao_qiao_001,255,8.508509,3840,2160,18,255
cao_qiao_001,256,8.541875,3840,2160,18,256
cao_qiao_001,257,8.575242,3840,2160,19,257
cao_qiao_001,258,8.608609,3840,2160,18,258
cao_qiao_001,259,8.641975,3840,2160,18,259
cao_qiao_001,260,8.675342,3840,2160,17,260
cao_qiao_001,261,8.708709,3840,2160,17,261
cao_qiao_001,262,8.742075,3840,2160,18,262
cao_qiao_001,263,8.775442,3840,2160,18,263
cao_qiao_001,264,8.808809,3840,2160,17,264
cao_qiao_001,265,8.842176,3840,2160,17,265
cao_qiao_001,266,8.875542,3840,2160,17,266
cao_qiao_001,267,8.908909,3840,2160,17,267
cao_qiao_001,268,8.942276,3840,2160,16,268
cao_qiao_001,269,8.975642,3840,2160,16,269
cao_qiao_001,270,9.009009,3840,2160,16,270
cao_qiao_001,271,9.042376,3840,2160,16,271
cao_qiao_001,272,9.075742,3840,2160,17,272
cao_qiao_001,273,9.109109,3840,2160,17,273
cao_qiao_001,274,9.142476,3840,2160,17,274
cao_qiao_001,275,9.175843,3840,2160,17,275
cao_qiao_001,276,9.209209,3840,2160,16,276
cao_qiao_001,277,9.242576,3840,2160,16,277
cao_qiao_001,278,9.275943,3840,2160,16,278
cao_qiao_001,279,9.309309,3840,2160,17,279
cao_qiao_001,280,9.342676,3840,2160,17,280
cao_qiao_001,281,9.376043,3840,2160,17,281
cao_qiao_001,282,9.409409,3840,2160,16,282
cao_qiao_001,283,9.442776,3840,2160,16,283
cao_qiao_001,284,9.476143,3840,2160,16,284
cao_qiao_001,285,9.509510,3840,2160,16,285
cao_qiao_001,286,9.542876,3840,2160,16,286
cao_qiao_001,287,9.576243,3840,2160,16,287
cao_qiao_001,288,9.609610,3840,2160,16,288
cao_qiao_001,289,9.642976,3840,2160,16,289
cao_qiao_001,290,9.676343,3840,2160,16,290
cao_qiao_001,291,9.709710,3840,2160,17,291
cao_qiao_001,292,9.743076,3840,2160,17,292
cao_qiao_001,293,9.776443,3840,2160,17,293
cao_qiao_001,294,9.809810,3840,2160,17,294
cao_qiao_001,295,9.843177,3840,2160,17,295
cao_qiao_001,296,9.876543,3840,2160,16,296
cao_qiao_001,297,9.909910,3840,2160,16,297
cao_qiao_001,298,9.943277,3840,2160,16,298
cao_qiao_001,299,9.976643,3840,2160,16,299
cao_qiao_001,300,10.010010,3840,2160,16,300
cao_qiao_001,301,10.043377,3840,2160,16,301
cao_qiao_001,302,10.076743,3840,2160,17,302
cao_qiao_001,303,10.110110,3840,2160,17,303
cao_qiao_001,304,10.143477,3840,2160,17,304
cao_qiao_001,305,10.176844,3840,2160,16,305
cao_qiao_001,306,10.210210,3840,2160,16,306
cao_qiao_001,307,10.243577,3840,2160,16,307
cao_qiao_001,308,10.276944,3840,2160,15,308
cao_qiao_001,309,10.310310,3840,2160,15,309
cao_qiao_001,310,10.343677,3840,2160,15,310
cao_qiao_001,311,10.377044,3840,2160,15,311
cao_qiao_001,312,10.410410,3840,2160,16,312
cao_qiao_001,313,10.443777,3840,2160,17,313
cao_qiao_001,314,10.477144,3840,2160,15,314
cao_qiao_001,315,10.510511,3840,2160,15,315
cao_qiao_001,316,10.543877,3840,2160,16,316
cao_qiao_001,317,10.577244,3840,2160,16,317
cao_qiao_001,318,10.610611,3840,2160,17,318
cao_qiao_001,319,10.643977,3840,2160,17,319
cao_qiao_001,320,10.677344,3840,2160,16,320
cao_qiao_001,321,10.710711,3840,2160,16,321
cao_qiao_001,322,10.744077,3840,2160,16,322
cao_qiao_001,323,10.777444,3840,2160,16,323
cao_qiao_001,324,10.810811,3840,2160,16,324
cao_qiao_001,325,10.844178,3840,2160,16,325
cao_qiao_001,326,10.877544,3840,2160,17,326
cao_qiao_001,327,10.910911,3840,2160,17,327
cao_qiao_001,328,10.944278,3840,2160,16,328
cao_qiao_001,329,10.977644,3840,2160,16,329
cao_qiao_001,330,11.011011,3840,2160,16,330
cao_qiao_001,331,11.044378,3840,2160,16,331
cao_qiao_001,332,11.077744,3840,2160,16,332
cao_qiao_001,333,11.111111,3840,2160,15,333
cao_qiao_001,334,11.144478,3840,2160,15,334
cao_qiao_001,335,11.177845,3840,2160,14,335
cao_qiao_001,336,11.211211,3840,2160,14,336
cao_qiao_001,337,11.244578,3840,2160,14,337
cao_qiao_001,338,11.277945,3840,2160,15,338
cao_qiao_001,339,11.311311,3840,2160,16,339
cao_qiao_001,340,11.344678,3840,2160,17,340
cao_qiao_001,341,11.378045,3840,2160,18,341
cao_qiao_001,342,11.411411,3840,2160,17,342
cao_qiao_001,343,11.444778,3840,2160,17,343
cao_qiao_001,344,11.478145,3840,2160,18,344
cao_qiao_001,345,11.511512,3840,2160,19,345
cao_qiao_001,346,11.544878,3840,2160,19,346
cao_qiao_001,347,11.578245,3840,2160,19,347
cao_qiao_001,348,11.611612,3840,2160,18,348
cao_qiao_001,349,11.644978,3840,2160,18,349
cao_qiao_001,350,11.678345,3840,2160,17,350
cao_qiao_001,351,11.711712,3840,2160,18,351
cao_qiao_001,352,11.745078,3840,2160,18,352
cao_qiao_001,353,11.778445,3840,2160,19,353
cao_qiao_001,354,11.811812,3840,2160,19,354
cao_qiao_001,355,11.845179,3840,2160,17,355
cao_qiao_001,356,11.878545,3840,2160,17,356
cao_qiao_001,357,11.911912,3840,2160,17,357
cao_qiao_001,358,11.945279,3840,2160,17,358
cao_qiao_001,359,11.978645,3840,2160,16,359
cao_qiao_001,360,12.012012,3840,2160,16,360
cao_qiao_001,361,12.045379,3840,2160,16,361
cao_qiao_001,362,12.078745,3840,2160,18,362
cao_qiao_001,363,12.112112,3840,2160,19,363
cao_qiao_001,364,12.145479,3840,2160,19,364
cao_qiao_001,365,12.178846,3840,2160,19,365
cao_qiao_001,366,12.212212,3840,2160,20,366
cao_qiao_001,367,12.245579,3840,2160,20,367
cao_qiao_001,368,12.278946,3840,2160,20,368
cao_qiao_001,369,12.312312,3840,2160,20,369
cao_qiao_001,370,12.345679,3840,2160,20,370
cao_qiao_001,371,12.379046,3840,2160,20,371
cao_qiao_001,372,12.412412,3840,2160,19,372
cao_qiao_001,373,12.445779,3840,2160,19,373
cao_qiao_001,374,12.479146,3840,2160,19,374
cao_qiao_001,375,12.512513,3840,2160,19,375
cao_qiao_001,376,12.545879,3840,2160,19,376
cao_qiao_001,377,12.579246,3840,2160,19,377
cao_qiao_001,378,12.612613,3840,2160,19,378
cao_qiao_001,379,12.645979,3840,2160,20,379
cao_qiao_001,380,12.679346,3840,2160,19,380
cao_qiao_001,381,12.712713,3840,2160,19,381
cao_qiao_001,382,12.746079,3840,2160,19,382
cao_qiao_001,383,12.779446,3840,2160,20,383
cao_qiao_001,384,12.812813,3840,2160,20,384
cao_qiao_001,385,12.846180,3840,2160,20,385
cao_qiao_001,386,12.879546,3840,2160,20,386
cao_qiao_001,387,12.912913,3840,2160,20,387
cao_qiao_001,388,12.946280,3840,2160,20,388
cao_qiao_001,389,12.979646,3840,2160,20,389
cao_qiao_001,390,13.013013,3840,2160,20,390
cao_qiao_001,391,13.046380,3840,2160,19,391
cao_qiao_001,392,13.079746,3840,2160,19,392
cao_qiao_001,393,13.113113,3840,2160,19,393
cao_qiao_001,394,13.146480,3840,2160,19,394
cao_qiao_001,395,13.179847,3840,2160,19,395
cao_qiao_001,396,13.213213,3840,2160,19,396
cao_qiao_001,397,13.246580,3840,2160,19,397
cao_qiao_001,398,13.279947,3840,2160,18,398
cao_qiao_001,399,13.313313,3840,2160,18,399
cao_qiao_001,400,13.346680,3840,2160,18,400
cao_qiao_001,401,13.380047,3840,2160,18,401
cao_qiao_001,402,13.413413,3840,2160,18,402
cao_qiao_001,403,13.446780,3840,2160,18,403
cao_qiao_001,404,13.480147,3840,2160,19,404
cao_qiao_001,405,13.513514,3840,2160,19,405
cao_qiao_001,406,13.546880,3840,2160,19,406
cao_qiao_001,407,13.580247,3840,2160,18,407
cao_qiao_001,408,13.613614,3840,2160,19,408
cao_qiao_001,409,13.646980,3840,2160,18,409
cao_qiao_001,410,13.680347,3840,2160,19,410
cao_qiao_001,411,13.713714,3840,2160,18,411
cao_qiao_001,412,13.747080,3840,2160,19,412
cao_qiao_001,413,13.780447,3840,2160,18,413
cao_qiao_001,414,13.813814,3840,2160,19,414
cao_qiao_001,415,13.847181,3840,2160,19,415
cao_qiao_001,416,13.880547,3840,2160,19,416
cao_qiao_001,417,13.913914,3840,2160,18,417
cao_qiao_001,418,13.947281,3840,2160,18,418
cao_qiao_001,419,13.980647,3840,2160,19,419
cao_qiao_001,420,14.014014,3840,2160,19,420
cao_qiao_001,421,14.047381,3840,2160,20,421
cao_qiao_001,422,14.080747,3840,2160,20,422
cao_qiao_001,423,14.114114,3840,2160,20,423
cao_qiao_001,424,14.147481,3840,2160,20,424
cao_qiao_001,425,14.180848,3840,2160,20,425
cao_qiao_001,426,14.214214,3840,2160,20,426
cao_qiao_001,427,14.247581,3840,2160,20,427
cao_qiao_001,428,14.280948,3840,2160,19,428
cao_qiao_001,429,14.314314,3840,2160,19,429
cao_qiao_001,430,14.347681,3840,2160,19,430
cao_qiao_001,431,14.381048,3840,2160,19,431
cao_qiao_001,432,14.414414,3840,2160,19,432
cao_qiao_001,433,14.447781,3840,2160,19,433
cao_qiao_001,434,14.481148,3840,2160,19,434
cao_qiao_001,435,14.514515,3840,2160,18,435
cao_qiao_001,436,14.547881,3840,2160,17,436
cao_qiao_001,437,14.581248,3840,2160,17,437
cao_qiao_001,438,14.614615,3840,2160,16,438
cao_qiao_001,439,14.647981,3840,2160,16,439
cao_qiao_001,440,14.681348,3840,2160,16,440
cao_qiao_001,441,14.714715,3840,2160,18,441
cao_qiao_001,442,14.748081,3840,2160,19,442
cao_qiao_001,443,14.781448,3840,2160,18,443
cao_qiao_001,444,14.814815,3840,2160,18,444
cao_qiao_001,445,14.848182,3840,2160,18,445
cao_qiao_001,446,14.881548,3840,2160,18,446
cao_qiao_001,447,14.914915,3840,2160,18,447
cao_qiao_001,448,14.948282,3840,2160,18,448
cao_qiao_001,449,14.981648,3840,2160,17,449
cao_qiao_001,450,15.015015,3840,2160,17,450
cao_qiao_001,451,15.048382,3840,2160,17,451
cao_qiao_001,452,15.081748,3840,2160,18,452
cao_qiao_001,453,15.115115,3840,2160,18,453
cao_qiao_001,454,15.148482,3840,2160,17,454
cao_qiao_001,455,15.181849,3840,2160,17,455
