recordingId,locationId,frameRate,numFrames,duration,numTracks,numVehicles,numVRUs,classTrackCounts,orthoPxToMeter
001,cao_qiao,29.9700,9022,301.034,152,150,36,"{""car"":105,""truck"":4,""bus"":0,""freight_car"":1,""van"":6,""pedestrian"":1,""people"":1,""bicycle"":0,""tricycle"":1,""awning-tricycle"":0,""motor"":33}",0.044444
